street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,JoinID,Name
FLATBUSH AVE,FLATBUSH AVE,NA,2003,2011,2004,2010,1000,1001,G00000317,FLATBUSH AVE
ELDERT,ELDERT,NA,297,351,298,350,909,909,G00000318,ELDERT
PROSPECT AVE,PROSPECT AVE,NA,235,301,240,302,547,120,G00000319,PROSPECT AVE
HANCOCK,HANCOCK,NA,149,239,148,230,603,603,G00000320,HANCOCK
W AVE,W AVE,NA,NA,NA,NA,NA,1004,1004,G00000321,W AVE
SHORE BLVD,SHORE BLVD,NA,NA,NA,500,540,1034,1034,G00000322,SHORE BLVD
E 64,E 64,NA,NA,NA,NA,NA,1000,1000,G00000323,E 64
ELTON,ELTON,NA,665,679,666,734,810,810,G00000324,ELTON
6,6,NA,343,393,346,404,539,540,G00000325,6
MONTAUK AVE,MONTAUK AVE,NA,457,511,458,512,983,983,G00000326,MONTAUK AVE
BRIGHTON 1,BR 1,NA,NA,NA,NA,NA,1035,1035,G00000327,BR 1
ALBEMARLE RD,ALBEMARLE RD,NA,1801,1819,1800,1822,1017,1018,G00000328,ALBEMARLE RD
WESTMINSTER RD,WESTMINSTER RD,NA,703,795,704,798,1406,1406,G00000329,WESTMINSTER RD
IRVING AVE,IRVING AVE,NA,451,469,462,480,882,908,G00000330,IRVING AVE
BEDFORD AVE,BEDFORD AVE,NA,1091,1109,1116,1132,579,110,G00000331,BEDFORD AVE
BAY RIDGE AVE,BAY RIDGE AVE,NA,1301,1313,1300,1328,1070,1070,G00000332,BAY RIDGE AVE
PARK AVE,PARK AVE,NA,235,253,226,246,82,82,G00000333,PARK AVE
BEDFORD AVE,BEDFORD AVE,NA,4009,4091,4002,4088,1006,1006,G00000334,BEDFORD AVE
PARK AVE,PARK AVE,NA,765,781,766,782,500,498,G00000335,PARK AVE
UNION,UNION,NA,NA,NA,NA,NA,726,726,G00000336,UNION
HARRISON AVE,HARRISON AVE,NA,135,153,140,158,450,449,G00000337,HARRISON AVE
CLARENDON RD,CLARENDON RD,NA,3405,3411,NA,NA,992,994,G00000338,CLARENDON RD
SAINT JOHNS PL,SAINT JOHNS PL,NA,845,919,844,926,659,659,G00000339,SAINT JOHNS PL
SAINT NICHOLAS AVE,SAINT NICHOLASS AVE,NA,181,199,182,200,860,860,G00000340,SAINT NICHOLASS AVE
CORTELYOU RD,CORTELYOU RD,NA,NA,NA,NA,NA,992,992,G00000341,CORTELYOU RD
17 AVE,17 AVE,NA,4401,4423,4400,4424,1027,1061,G00000342,17 AVE
4 AVE,4 AVE,NA,6101,6123,NA,NA,1095,1101,G00000343,4 AVE
RYDER,RYDER,NA,1801,1881,1800,1882,1001,1001,G00000344,RYDER
GLENWOOD RD,G AVE,G AVE,NA,NA,NA,NA,990,990,G00000345,G AVE
BLAKE AVE,BLAKE AVE,NA,625,647,626,648,792,806,G00000346,BLAKE AVE
NOSTRAND AVE,NOSTRAND AVE,NA,351,367,390,404,582,579,G00000347,NOSTRAND AVE
THROOP AVE,THROOP AVE,NA,89,105,100,120,458,457,G00000348,THROOP AVE
BRIGHTON 3,BRGHTN 3,NA,NA,NA,NA,NA,1035,1035,G00000349,BRGHTN 3
LOTT AVE,LOTT AVE,NA,NA,NA,NA,NA,964,964,G00000350,LOTT AVE
KENT AVE,KENT AVE,NA,813,873,824,886,88,86,G00000351,KENT AVE
CHURCH AVE,CHURCH AVE,NA,601,619,600,620,926,1021,G00000352,CHURCH AVE
14 AVE,14 AVE,NA,8401,8423,8400,8424,1077,1078,G00000353,14 AVE
LYME AVE,LYME AVE,NA,3700,3726,3701,3725,1044,1044,G00000354,LYME AVE
20 AVE,20 AVE,BAY 24,5901,5923,5900,5922,1058,1058,G00000355,20 AVE
AUBURN PL,AUBURN PL,NA,1,15,2,24,225,225,G00000356,AUBURN PL
AMBOY,AMBOY,NA,435,445,NA,NA,962,962,G00000357,AMBOY
NEWKIRK AVE,NEWKIRK AVE,NA,1601,1623,1600,1624,1014,1014,G00000358,NEWKIRK AVE
COURT,COURT,NA,79,99,76,92,12,12,G00000359,COURT
DEAN,DEAN,NA,373,439,372,438,162,162,G00000360,DEAN
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,1758,1800,1031,1031,G00000361,OCEAN PKWY
NOSTRAND AVE,NOSTRAND AVE,NA,593,649,630,646,624,623,G00000362,NOSTRAND AVE
KINGS HWY,KINGSHIGWY,NA,903,969,902,946,1031,1031,G00000363,KINGSHIGWY
E 34,E 34,NA,1901,1973,1900,1974,1001,1001,G00000364,E 34
Y AVE,Y AVE,NA,NA,NA,NA,NA,1037,1037,G00000365,Y AVE
NEW YORK AVE,NEW YORK AVE,NA,1143,1171,1144,1166,992,1404,G00000366,NEW YORK AVE
E 57,E 57,NA,1207,1285,1208,1286,1000,1000,G00000367,E 57
MOORE,MOORE,NA,161,235,160,232,422,423,G00000368,MOORE
WILSON AVE,HAMBURG AVE,NA,241,255,222,240,857,827,G00000369,HAMBURG AVE
EVERGREEN AVE,EVERGREEN AVE,NA,NA,NA,682,698,906,902,G00000370,EVERGREEN AVE
LINCOLN PL,LINCOLN PL,NA,1125,1207,1126,1208,661,661,G00000371,LINCOLN PL
SNYDER AVE,SNYDER AVE,NA,4601,4623,4600,4624,991,991,G00000372,SNYDER AVE
N 10,N 10,NA,121,149,128,160,280,279,G00000373,N 10
ALBANY AVE,ALBANY AVE,NA,781,839,782,840,944,944,G00000374,ALBANY AVE
E 23,DELANCEY PL,NA,509,583,510,584,1010,1010,G00000375,DELANCEY PL
SARATOGA AVE,SARATOGA AVE,NA,215,219,212,214,713,708,G00000376,SARATOGA AVE
A AVE,A AVE,NA,NA,NA,NA,NA,961,987,G00000377,A AVE
N 3,N 3,NA,115,155,118,154,286,285,G00000378,N 3
E 77,E 77,NA,NA,NA,NA,NA,990,990,G00000379,E 77
71,71,NA,2001,2067,2000,2070,1057,1057,G00000380,71
HOOPER,HOOPER,NA,371,389,382,402,307,310,G00000381,HOOPER
18,18,NA,NA,NA,NA,NA,920,920,G00000382,18
PEARL,PEARL,NA,349,393,348,392,39,39,G00000383,PEARL
WARREN,WARREN,NA,539,601,564,620,206,207,G00000384,WARREN
FORCE TUBE AVE,FORCE TUBE AVE,NA,NA,NA,NA,NA,965,965,G00000385,FORCE TUBE AVE
BEAVER,BEAVER,NA,28,52,25,43,814,812,G00000386,BEAVER
R AVE,R AVE,NA,NA,NA,NA,NA,1001,1001,G00000387,R AVE
BEAUMONT,BEAUMONT,NA,101,199,100,198,1034,1034,G00000388,BEAUMONT
E 34,E 34,NA,1003,1023,1004,1024,997,997,G00000389,E 34
LINDEN BLVD,LINDEN AVE,NA,795,817,796,818,952,952,G00000390,LINDEN AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,135,139,140,144,842,840,G00000391,KNICKERBOCKER AVE
WASHINGTON,WASHINGTON,NA,91,115,82,108,17,16,G00000392,WASHINGTON
DAHLGREN PL,DAHLGREEN PL,NA,97,155,98,156,1080,1080,G00000393,DAHLGREEN PL
67,67,NA,129,157,130,158,1102,1102,G00000394,67
DUMONT AVE,DUMONT AVE,NA,685,707,686,708,807,807,G00000395,DUMONT AVE
THROOP AVE,THROOP AVE,NA,147,163,162,178,505,500,G00000396,THROOP AVE
X AVE,X AVE,NA,NA,NA,NA,NA,1407,1407,G00000397,X AVE
BURNETT,BURNETT,NA,NA,NA,NA,NA,1001,1001,G00000398,BURNETT
40,40,NA,NA,NA,NA,NA,1064,1064,G00000399,40
ADAMS,ADAMS,NA,61,87,58,82,18,17,G00000400,ADAMS
M AVE,M AVE,NA,301,321,300,322,1030,1030,G00000401,M AVE
W 1,W 1,NA,NA,NA,NA,NA,1037,1037,G00000402,W 1
CHURCH AVE,CHURCH AVE,NA,5501,5523,5500,5524,953,990,G00000403,CHURCH AVE
E 87,E 87,NA,NA,NA,NA,NA,990,990,G00000404,E 87
KINGS HWY,KINGSHIGWY,NA,NA,NA,NA,NA,1031,1031,G00000405,KINGSHIGWY
E 13,E 13,NA,1267,1299,1272,1300,1009,1009,G00000406,E 13
E 15,E 15,NA,1201,1250,1200,1243,1009,1009,G00000407,E 15
E 8,E 8,NA,645,683,634,682,1026,1026,G00000408,E 8
HERKIMER,HERKIMER,NA,1315,1353,1322,1342,720,720,G00000409,HERKIMER
18 AVE,18 AVE,NA,3900,3928,NA,NA,1026,1026,G00000410,18 AVE
9 AVE,9 AVE,NA,6301,6323,6300,6324,1087,1087,G00000411,9 AVE
HERKIMER,HERKIMER,NA,787,809,790,806,704,705,G00000412,HERKIMER
PACIFIC,PACIFIC,NA,277,331,276,330,24,24,G00000413,PACIFIC
CENTRAL AVE,CENTRAL AVE,NA,293,317,322,340,869,869,G00000414,CENTRAL AVE
CROPSEY AVE,CROPSEY AVE,NA,2255,2271,2254,2270,1051,1051,G00000415,CROPSEY AVE
FLATBUSH AVE,FLATBUSH AVE,NA,1161,1219,1172,1216,1012,1013,G00000416,FLATBUSH AVE
STILLWELL AVE,STILLWELL AVE,W 14,1939,1951,NA,NA,1031,1049,G00000417,STILLWELL AVE
4 AVE,4 AVE,NA,599,619,NA,NA,121,121,G00000418,4 AVE
67,67,NA,935,963,924,936,1068,1068,G00000419,67
E 91,E 91,NA,NA,NA,NA,NA,961,961,G00000420,E 91
SURF AVE,SURF AVE,NA,2800,2826,2801,2825,1042,1045,G00000421,SURF AVE
MOORE,MOORE,NA,13,45,8,38,346,347,G00000422,MOORE
T AVE,T AVE,NA,601,619,600,620,1031,1037,G00000423,T AVE
3,3,NA,169,225,170,228,523,523,G00000424,3
GOLD,GOLD,NA,235,285,226,278,50,51,G00000425,GOLD
4 AVE,4 AVE,NA,NA,NA,4102,4124,140,139,G00000426,4 AVE
1,1,NA,175,197,NA,NA,215,523,G00000427,1
N 14,N 14,NA,NA,NA,NA,NA,386,276,G00000428,N 14
3,3,NA,121,167,148,168,221,221,G00000429,3
FENIMORE,FENIMORE,NA,285,361,294,360,933,933,G00000430,FENIMORE
25 AVE,25 AVE,NA,NA,NA,NA,NA,1049,1050,G00000431,25 AVE
O AVE,O AVE,NA,5701,5723,5700,5724,1000,1001,G00000432,O AVE
LOTT,LOTT,NA,73,93,72,100,1016,1016,G00000433,LOTT
GATLING PL,GATLING PL,NA,41,73,42,74,1080,1080,G00000434,GATLING PL
DITMAS AVE,DITMAS AVE,NA,201,221,NA,NA,1022,1027,G00000435,DITMAS AVE
73,73,NA,1301,1379,1300,1380,1072,1072,G00000436,73
E 59,E 59,NA,NA,NA,NA,NA,953,953,G00000437,E 59
E 36,E 36,NA,1251,1285,1252,1286,1008,1008,G00000438,E 36
MARLBOROUGH RD,MARLBOROUGH RD,NA,443,501,448,504,1024,1025,G00000439,MARLBOROUGH RD
SCHENECTADY AVE,SCHNECTADY AVE,NA,NA,NA,NA,NA,949,948,G00000440,SCHNECTADY AVE
STANLEY AVE,STANLEY AVE,NA,461,483,462,484,984,984,G00000441,STANLEY AVE
E 8,E 8,NA,NA,NA,80,NA,921,926,G00000442,E 8
3 AVE,3 AVE,NA,77,93,82,96,32,31,G00000443,3 AVE
RIDGE BLVD,RIDGE BLVD,2 AVE,6901,6927,NA,NA,1101,1100,G00000444,RIDGE BLVD
W AVE,W AVE,NA,NA,NA,NA,NA,1038,1038,G00000445,W AVE
LEONARD,LEONARD,NA,317,331,312,328,302,302,G00000446,LEONARD
E 37,E 37,NA,119,132,171,172,937,937,G00000447,E 37
HARMAN,HARMAN,NA,243,253,210,234,854,857,G00000448,HARMAN
BLAKE AVE,BLAKE AVE,NA,1459,1481,1460,1482,981,981,G00000449,BLAKE AVE
RIDGE BLVD,RIDGE BLVD,2 AVE,7001,7017,NA,NA,1098,1100,G00000450,RIDGE BLVD
K AVE,K AVE,NA,9301,9323,9308,9318,988,988,G00000451,K AVE
ERASMUS,ERASMUS,NA,121,179,128,180,993,993,G00000452,ERASMUS
4 AVE,4 AVE,NA,NA,NA,954,966,136,135,G00000453,4 AVE
97,97,NA,301,371,300,370,1081,1081,G00000454,97
9,9,NA,309,379,320,372,541,542,G00000455,9
GATES AVE,GATES AVE,NA,273,321,262,310,110,110,G00000456,GATES AVE
Z AVE,Z AVE,NA,NA,NA,NA,NA,1037,1037,G00000457,Z AVE
5 AVE,5 AVE,NA,25,27,22,30,163,162,G00000458,5 AVE
FT HAMILTON PKWY,FORT HAMILTON AVE,NA,6801,6823,6800,6824,1071,1087,G00000459,FORT HAMILTON AVE
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,602,624,1026,1028,G00000460,OCEAN PKWY
TROY AVE,TROY AVE,NA,639,703,640,704,946,946,G00000461,TROY AVE
L AVE,L AVE,NA,2101,2115,2100,2116,1008,1008,G00000462,L AVE
BEVERLEY RD,BEVERLEY RD,NA,1707,1721,1710,1722,1018,1018,G00000463,BEVERLEY RD
QUINCY,QUINCY,NA,709,773,740,806,684,685,G00000464,QUINCY
16,16,NA,531,587,502,558,573,573,G00000465,16
BROADWAY,BROADWAY,NA,885,901,882,902,812,517,G00000466,BROADWAY
T AVE,T AVE,NA,NA,NA,NA,NA,1001,1001,G00000467,T AVE
ATLANTIC AVE,ATLANTIC AVE,NA,3800,3844,3801,3843,1043,1043,G00000468,ATLANTIC AVE
LIVONIA AVE,LIVONIA AVE,NA,853,887,854,888,809,809,G00000469,LIVONIA AVE
BROOKLYN AVE,BROOKLYN AVE,NA,97,117,98,120,626,625,G00000470,BROOKLYN AVE
74,74,NA,1501,1579,1500,1580,1412,1412,G00000471,74
BROADWAY,BROADWAY,NA,1713,1739,1710,1744,915,717,G00000472,BROADWAY
BAY,BAY,NA,155,205,156,206,248,248,G00000473,BAY
REMSEN AVE,REMSEN AVE,NA,1221,1221,1230,1230,987,990,G00000474,REMSEN AVE
39,39,NA,NA,NA,NA,NA,1027,1027,G00000475,39
STILLWELL AVE,STILLWELL AVE,W 14,NA,NA,NA,NA,1031,1050,G00000476,STILLWELL AVE
GRAND,GRAND,NA,487,499,478,500,308,308,G00000477,GRAND
4 AVE,4 AVE,NA,NA,NA,654,670,116,116,G00000478,4 AVE
CLYMER,CLYMER,NA,147,191,148,204,435,435,G00000479,CLYMER
R AVE,R AVE,NA,NA,NA,NA,NA,1001,1001,G00000480,R AVE
E 19,E 19,NA,1,17,2,16,1017,1017,G00000481,E 19
N AVE,N AVE,NA,3001,3025,3000,3026,1008,1008,G00000482,N AVE
ATLANTIC AVE,ATLANTIC AVE,NA,2913,2933,NA,NA,773,774,G00000483,ATLANTIC AVE
FLATLANDS AVE,FLATLAND AVE,NA,NA,NA,NA,NA,990,990,G00000484,FLATLAND AVE
ATLANTIC AVE,ATLANTIC AVE,NA,1861,1875,NA,NA,705,636,G00000485,ATLANTIC AVE
E 42,E 42,NA,647,733,648,732,995,1405,G00000486,E 42
COURT,COURT,NA,587,607,632,644,248,248,G00000487,COURT
N 3,N 3,NA,41,79,38,72,283,283,G00000488,N 3
8,8,NA,423,505,414,478,561,560,G00000489,8
OCEAN VIEW AVE,OCEANVIEW AVE,NA,NA,NA,NA,NA,1035,1035,G00000490,OCEANVIEW AVE
RALPH AVE,RALPH AVE,NA,561,583,560,582,664,664,G00000491,RALPH AVE
PROSPECT,PROSPECT,NA,27,49,38,50,17,17,G00000492,PROSPECT
BAY RIDGE PKWY,75,NA,NA,NA,NA,NA,1057,1057,G00000493,75
DITMAS AVE,DITMAS AVE,NA,NA,NA,NA,NA,990,990,G00000494,DITMAS AVE
DREW,DREW,NA,NA,NA,NA,NA,971,971,G00000495,DREW
N 15,N 15,NA,39,47,40,58,360,360,G00000496,N 15
CYPRESS AVE,CYPRESS AVE,NA,NA,NA,NA,NA,865,865,G00000497,CYPRESS AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,495,509,496,510,872,873,G00000498,KNICKERBOCKER AVE
W 3,W 3,NA,1701,1749,1700,1748,1031,1031,G00000499,W 3
MANHATTAN AVE,MANHATTAN AVE,NA,75,93,80,98,335,335,G00000500,MANHATTAN AVE
LEONARD,LEONARD,NA,333,349,330,350,302,301,G00000501,LEONARD
SEA GATE AVE,SEA GATE AVE,NA,4200,4218,4201,4219,1044,1044,G00000502,SEA GATE AVE
MARCUS GARVEY BLVD,SUMNER AVE,NA,221,235,220,232,588,587,G00000503,SUMNER AVE
BLAKE AVE,BLAKE AVE,NA,1023,1045,1024,1046,784,784,G00000504,BLAKE AVE
O AVE,O AVE,NA,5901,5923,5900,5924,1000,1001,G00000505,O AVE
K AVE,K AVE,NA,NA,NA,NA,NA,999,999,G00000506,K AVE
HUBBARD,HUBBARD,NA,2427,2455,2432,2448,1037,1037,G00000507,HUBBARD
18 AVE,18 AVE,NA,3718,3736,3719,3737,1026,1026,G00000508,18 AVE
20 AVE,20 AVE,BAY 24,7301,7323,7300,7324,1057,1057,G00000509,20 AVE
DIVISION AVE,DIVISION AVE,NA,105,145,88,130,272,435,G00000510,DIVISION AVE
HEGEMAN AVE,HEGEMAN AVE,NA,1043,1065,1044,1066,983,983,G00000511,HEGEMAN AVE
19,19,NA,427,485,420,500,576,576,G00000512,19
E 8,E 8,NA,239,259,240,254,1021,1021,G00000513,E 8
4 AVE,4 AVE,NA,255,261,NA,NA,535,216,G00000514,4 AVE
KINGS HWY,KINGSHIGWY,NA,1401,1423,1404,1424,1007,1007,G00000515,KINGSHIGWY
CHURCH AVE,CHURCH AVE,NA,5901,5923,5900,5924,953,990,G00000516,CHURCH AVE
U AVE,U AVE,NA,NA,NA,NA,NA,1037,1037,G00000517,U AVE
PROSPECT AVE,PROSPECT AVE,NA,547,609,548,616,573,574,G00000518,PROSPECT AVE
W 8,W 8,NA,1733,1799,1732,1800,1031,1031,G00000519,W 8
ASHFORD,ASHFORD,NA,NA,NA,NA,NA,809,809,G00000520,ASHFORD
BERGEN,BERGEN,NA,1525,1589,1516,1584,630,631,G00000521,BERGEN
E 56,E 56,NA,1581,1661,1582,1662,1001,1001,G00000522,E 56
TOMPKINS AVE,TOMPKINS AVE,NA,341,359,338,352.5,586,586,G00000523,TOMPKINS AVE
E 95,E 95,NA,NA,NA,NA,NA,988,988,G00000524,E 95
GRAND,GRAND,NA,773,815,772,816,317,317,G00000525,GRAND
17 AVE,17 AVE,NA,5801,5823,5800,5824,1058,1059,G00000526,17 AVE
LEE AVE,LEE AVE,NA,NA,NA,2,20,436,435,G00000527,LEE AVE
HOWARD AVE,HOWARD AVE,NA,283,315,290,318,710,709,G00000528,HOWARD AVE
BAY 41,BAY 41,NA,NA,NA,NA,NA,1049,1049,G00000529,BAY 41
14 AVE,14 AVE,NA,5201,5223,5200,5224,1062,1062,G00000530,14 AVE
PRESIDENT,PRESIDENT,NA,295,355,296,350,210,210,G00000531,PRESIDENT
6 AVE,6 AVE,NA,573,611,556,596,554,547,G00000532,6 AVE
CANARSIE LA,CANARSIE LN,NA,NA,NA,NA,NA,991,991,G00000533,CANARSIE LN
W 9,W 9,NA,1401,1479,1408,1460,1030,1030,G00000534,W 9
NOSTRAND AVE,NOSTRAND AVE,NA,1529,1559,1530,1560,993,993,G00000535,NOSTRAND AVE
X AVE,X AVE,NA,2501,2523,2500,2524,1004,1004,G00000536,X AVE
5 AVE,5 AVE,NA,NA,NA,816,824,NA,132,G00000537,5 AVE
FRANKLIN,FRANKLIN,NA,145,159,178,186,385,385,G00000538,FRANKLIN
SARATOGA AVE,SARATOGA AVE,NA,NA,NA,NA,NA,963,959,G00000539,SARATOGA AVE
FOSTER AVE,FOSTER AVE,NA,207,215,302,304,1028,1029,G00000540,FOSTER AVE
X AVE,X AVE,NA,2301,2323,2300,2324,1004,1004,G00000541,X AVE
83,83,NA,501,583,500,536,1085,1085,G00000542,83
NORWOOD AVE,NORWOOD AVE,NA,103,105,NA,NA,965,973,G00000543,NORWOOD AVE
E 7,E 7,NA,27,49,62,94,921,921,G00000544,E 7
17,17,NA,561,615,568,610,574,576,G00000545,17
LINWOOD,LINWOOD,NA,579,621,578,622,785,785,G00000546,LINWOOD
UTICA AVE,UTICA AVE,NA,NA,NA,NA,NA,1001,1001,G00000547,UTICA AVE
EASTWAY,EASTWAY,NA,NA,NA,NA,NA,428,428,G00000548,EASTWAY
MARTIN L KING PL,FLOYD,NA,87,153,86,154,498,497,G00000549,FLOYD
STILLWELL AVE,STILLWELL AVE,W 14,NA,NA,NA,NA,1038,1049,G00000550,STILLWELL AVE
9,9,NA,511,577,516,572,570,570,G00000551,9
OBRIEN PL,UNION PL,NA,1,21,2,22,967,967,G00000552,UNION PL
GEORGIA AVE,GEORGIA AVE,NA,NA,NA,NA,NA,986,986,G00000553,GEORGIA AVE
SAINT NICHOLAS AVE,SAINT NICHOLASS AVE,NA,23,39,24,40,865,865,G00000554,SAINT NICHOLASS AVE
S 2,S 2,NA,69,101,70,102,261,261,G00000555,S 2
S 8,S 8,NA,159,193,172,200,273,273,G00000556,S 8
LINCOLN PL,LINCOLN PL,NA,785,871,788,872,659,659,G00000557,LINCOLN PL
FULTON,FULTON,NA,2763,2785,2764,2788,767,764,G00000558,FULTON
MINNA,MINNA,NA,NA,NA,NA,NA,923,923,G00000559,MINNA
E 10,E 10,NA,715,787,702,788,1029,1029,G00000560,E 10
62,62,NA,417,471,414,472,1095,1095,G00000561,62
E 52,E 52,NA,NA,NA,NA,NA,952,952,G00000562,E 52
SHEEPSHEAD BAY RD,SHEEPHEAD BAY,NA,1759,1797,1782,1798,1033,1033,G00000563,SHEEPHEAD BAY
DITMAS AVE,DITMAS AVE,NA,NA,NA,NA,NA,987,987,G00000564,DITMAS AVE
E 22,ELMORE PL,NA,1085,1157,1088,1156,1008,1008,G00000565,ELMORE PL
CLARKSON AVE,CLARKSON AVE,NA,NA,NA,NA,NA,950,951,G00000566,CLARKSON AVE
MONTGOMERY,MONTGOMERY,NA,NA,NA,NA,NA,680,680,G00000567,MONTGOMERY
50,50,NA,1043,1075,1042,1082,1067,1067,G00000568,50
REMSEN,REMSEN,NA,19,57,20,58,6,6,G00000569,REMSEN
SAINT NICHOLAS AVE,SAINT NICHOLASS AVE,NA,NA,NA,NA,NA,865,865,G00000570,SAINT NICHOLASS AVE
E 19,E 19,NA,NA,NA,2220,2232,1407,1407,G00000571,E 19
STILLWELL AVE,STILLWELL AVE,W 14,NA,NA,NA,NA,1048,1048,G00000572,STILLWELL AVE
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,777,837,778,838,517,518,G00000573,WILLOUGHBY AVE
SARATOGA AVE,SARATOGA AVE,NA,603,657,604,658,728,726,G00000574,SARATOGA AVE
STANLEY AVE,STANLEY AVE,NA,485,507,486,508,983,983,G00000575,STANLEY AVE
SHORE BLVD,SHORE BLVD,NA,NA,NA,400,440,1034,1034,G00000576,SHORE BLVD
37,37,NA,NA,NA,NA,NA,1064,1064,G00000577,37
SEDGWICK PL,SEDGWICK PL,NA,1,29,2,26,1102,1102,G00000578,SEDGWICK PL
BERGEN,BERGEN,NA,1,33,2,36,14,196,G00000579,BERGEN
MONROE,MONROE,NA,669,737,676,736,686,686,G00000580,MONROE
E 15,E 15,NA,2111,2171,2114,2170,1032,1032,G00000581,E 15
THROOP AVE,THROOP AVE,NA,1,11,14,30,451,451,G00000582,THROOP AVE
FULTON,FULTON,NA,1429,1447,1422,1436,608,614,G00000583,FULTON
LENOX RD,LENOX RD,NA,639,661,640,662,945,945,G00000584,LENOX RD
S AVE,S AVE,NA,NA,NA,NA,NA,1001,1001,G00000585,S AVE
96,96,NA,NA,NA,300,384,1081,1081,G00000586,96
MERMAID AVE,MERMAID AVE,NA,1600,1628,1603,1629,1047,1047,G00000587,MERMAID AVE
NEPTUNE AVE,NEPTUNE AVE,NA,3900,3938,3901,3939,1043,1044,G00000588,NEPTUNE AVE
LINCOLN AVE,LINCOLN AVE,NA,109,139,122,142,970,967,G00000589,LINCOLN AVE
STEWART AVE,STEWART AVE,NA,NA,NA,NA,NA,1086,1086,G00000590,STEWART AVE
72,72,NA,1701,1759,1700,1760,1408,1408,G00000591,72
5 AVE,5 AVE,NA,9401,9435,9400,9436,1080,1081,G00000592,5 AVE
BURNETT,BURNETT,NA,NA,NA,NA,NA,1001,1001,G00000593,BURNETT
LEONARD,LEONARD,NA,399,417,400,408,300,404,G00000594,LEONARD
LAFAYETTE AVE,LAFAYETTE AVE,NA,227,249,216,236,99,99,G00000595,LAFAYETTE AVE
FRANKLIN,FRANKLIN,NA,227,241,258,276,363,363,G00000596,FRANKLIN
GRAND AVE,GRAND AVE,NA,523,543,538,562,170,168,G00000597,GRAND AVE
RUTLAND RD,RUTLAND RD,NA,405,461,402,458,940,940,G00000598,RUTLAND RD
K AVE,K AVE,NA,NA,NA,NA,NA,999,999,G00000599,K AVE
41,41,NA,601,671,NA,NA,137,137,G00000600,41
18 AVE,18 AVE,NA,8711,8755,8726,8792,1055,1056,G00000601,18 AVE
46,46,NA,401,477,400,476,143,144,G00000602,46
HARDEN,HARDEN,NA,NA,NA,NA,NA,1000,1000,G00000603,HARDEN
WARWICK,WARWICK,NA,429,441,432,454,779,780,G00000604,WARWICK
COOPER,COOPER,NA,273,313,274,308,NA,NA,G00000605,COOPER
ALBEMARLE RD,ALBEMARLE RD,NA,1201,1221,NA,NA,1019,1019,G00000606,ALBEMARLE RD
COURT,COURT,NA,187,189,176,178,196,58,G00000607,COURT
ERASMUS,ERASMUS,NA,NA,NA,NA,NA,1016,1016,G00000608,ERASMUS
W AVE,W AVE,NA,390,408,NA,NA,1037,1037,G00000609,W AVE
23 AVE,23 AVE,NA,8775,8829,8776,8824,1050,1051,G00000610,23 AVE
D AVE,D AVE,NA,NA,NA,NA,NA,990,990,G00000611,D AVE
DRIGGS AVE,DRIGGS AVE,NA,119,139,NA,NA,402,400,G00000612,DRIGGS AVE
DE GRAW,DE GRAW,NA,137,155,140,164,60,72,G00000613,DE GRAW
PAULDING,B,NA,NA,NA,NA,NA,432,432,G00000614,B
SAINT MARKS AVE,SAINT MARKS AVE,NA,295,341,306,358,179,180,G00000615,SAINT MARKS AVE
10 AVE,10 AVE,NA,5001,5023,5000,5024,1089,1089,G00000616,10 AVE
BLAKE AVE,BLAKE AVE,NA,649,673,650,668,792,806,G00000617,BLAKE AVE
BRIGHTON 5 LA,HEMLOCK CT,NA,NA,NA,NA,NA,1035,1035,G00000618,HEMLOCK CT
JOHNSON AVE,JOHNSON AVE,NA,261,313,250,314,421,421,G00000619,JOHNSON AVE
REMSEN AVE,REMSEN AVE,NA,421,439,434,454,957,953,G00000620,REMSEN AVE
S THOMAS BOYLAND,HOPKINSON AVE,NA,749,795,748,798,964,963,G00000621,HOPKINSON AVE
GLENWOOD RD,GLENWOOD RD,NA,NA,NA,NA,NA,987,987,G00000622,GLENWOOD RD
W 12,W 12,NA,1601,1655,1600,1664,1031,1031,G00000623,W 12
GREENE AVE,GREENE AVE,NA,1385,1435,1414,1464,859,876,G00000624,GREENE AVE
PATCHEN AVE,PATCHEN AVE,NA,129,139,124,138,688,686,G00000625,PATCHEN AVE
K AVE,K AVE,NA,NA,NA,NA,NA,1000,1000,G00000626,K AVE
8 AVE,8 AVE,NA,601,623,NA,NA,570,562,G00000627,8 AVE
SANDS,SANDS,NA,99,147,94,138,20,36,G00000628,SANDS
SMITH,SMITH,NA,383,403,372,380,218,219,G00000629,SMITH
82,82,NA,1901,1983,1900,1984,1054,1054,G00000630,82
VAN SICLEN AVE,VAN SICLEN AVE,NA,101,127,104,142,764,764,G00000631,VAN SICLEN AVE
UNDERHILL AVE,UNDERHILL AVE,NA,19,43,22,44,168,166,G00000632,UNDERHILL AVE
BLAKE AVE,BLAKE AVE,NA,699,707,704,722,791,807,G00000633,BLAKE AVE
S AVE,S AVE,NA,241,263,242,264,1031,1031,G00000634,S AVE
