XCoord,YCoord,OBJECTID,BK_STREET1910_FULL_STREE,BK_STREET1910_Y1910NAMESTREET,BK_STREET1910_Y1910LEFT_LOW,BK_STREET1910_Y1910LEFT_HIGH,BK_STREET1910_Y1910RIGHT_LOW,BK_STREET1910_Y1910RIGHT_HIGH,BK_STREET1910_JOINID,BK_STREET1910_Y1910NAMEALT,BK_STREET1910_MINUS_ED_ED,BK_STREET1910_PLUS_ED_ED
992519.09434222,173956.04452623,9996,CONEY IS AVE,NULL,545,559,540,558,G00020235,NULL,1019,1021
986630.97674710,193925.08556914,9997,CADMAN PLZ W,FULTON ST,171,187,170,184,G00020245,NULL,33,3
1006457.66407002,182790.67859577,9998,PITKIN AVE,NULL,NULL,NULL,NULL,NULL,G00020248,NULL,665,726
986111.30368014,148074.33349448,9999,SURF AVE,NULL,2702,2730,2701,2729,G00020249,NULL,1042,1046
996801.86431997,175933.44345856,10000,ERASMUS ST,NULL,NULL,NULL,NULL,NULL,G00020252,NULL,1016,1016
995841.85147622,199649.79464781,10001,METROPOLITAN AVE,NULL,255,301,262,310,G00020253,NULL,294,294
984334.48636764,173630.20019760,10002,45 ST,NULL,801,873,802,872,G00020255,NULL,146,146
999255.59792955,173899.84040635,10003,NEW YORK AVE,NULL,1187,1201,1188,1206,G00020256,NULL,992,1404
994291.78075747,161455.08051902,10004,P AVE,NULL,901,921,902,924,G00020258,NULL,1031,1031
997800.10871455,165680.89539414,10005,AVE L,NULL,2401,2423,2402,2424,G00020262,NULL,1008,1008
1014711.38985255,180884.20931160,10006,NEW LOTS AVE,NULL,463,493,464,494,G00020263,NULL,807,807
993609.75185746,157052.37406588,10007,AVE U,NULL,NULL,NULL,NULL,NULL,G00020268,NULL,1037,1037
1014809.91983922,183693.73961773,10008,VAN SICLEN AVE,NULL,343,375,344,386,G00020271,NULL,789,789
1003766.36121771,183260.43159327,10009,LINCOLN PL,NULL,1377,1459,1378,1460,G00020272,NULL,663,663
975503.94169281,168645.38257539,10010,RIDGE BLVD,NULL,7801,7823,7802,NULL,G00020274,NULL,1413,1099
987696.27754430,195566.33988823,10011,PEARL ST,NULL,41,59,42,50,G00020275,NULL,18,18
994949.79125247,174604.28125469,10012,E  19 ST,NULL,97,165,98,142,G00020277,NULL,1018,1018
987926.02281972,187040.18928964,10013,NEVINS ST,NULL,265,283,258,268,G00020287,NULL,213,212
994852.58016080,152770.05064502,10014,E  SEVENTH ST,NULL,NULL,NULL,NULL,NULL,G00020290,NULL,1037,1037
986840.98069847,171143.43040081,10015,13 AVE,NULL,4601,4623,4602,4624,G00020291,NULL,1409,1410
1008516.87008938,164321.60693818,10016,E  65 ST,NULL,NULL,NULL,NULL,NULL,G00020294,NULL,1000,1000
1020908.87893393,180833.94858535,10017,PINE ST,NULL,NULL,NULL,NULL,NULL,G00020295,NULL,982,982
1006559.62006688,169618.75480844,10018,E  59 ST,NULL,NULL,NULL,NULL,NULL,G00020297,NULL,999,999
1002700.53493731,198075.29648448,10019,MORGAN AVE,NULL,NULL,NULL,NULL,NULL,G00020299,NULL,416,416
989754.74127514,163993.28722081,10020,61 ST,NULL,NULL,NULL,NULL,NULL,G00020300,NULL,1058,1058
990406.72127039,180192.91328606,10021,WEST DR,NULL,NULL,NULL,NULL,NULL,G00020303,NULL,NULL,NULL
1012077.65452462,179345.20046833,10022,NEW LOTS AVE,NULL,NULL,NULL,NULL,NULL,G00020304,NULL,803,803
985347.77338305,168002.31791664,10023,14 AVE,NULL,5901,5907,5902,5915,G00020305,NULL,1059,1059
1004334.46705302,172412.59433937,10024,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00020308,NULL,995,995
984838.69467680,169243.20454248,10025,57 ST,NULL,1203,1269,1202,1270,G00020309,NULL,1411,1411
993829.38847359,154485.57690556,10026,OCEAN PKWY,NULL,NULL,NULL,2402,2432,G00020312,NULL,1037,1037
995036.61325939,170277.76793141,10027,IRVINGTON PL,NULL,NULL,NULL,NULL,NULL,G00020313,NULL,1029,1029
1014421.89912576,186344.59028714,10028,FULTON ST,NULL,2789,2811,2790,2812,G00020315,NULL,767,764
1016487.99555130,186415.42019798,10029,ATLANTIC AVE,NULL,2989,3009,NULL,NULL,G00020317,NULL,775,776
985665.32688180,189064.06975631,10030,KANE ST,NULL,235,265,226,250,G00020319,NULL,58,64
1008573.51728581,185754.07424377,10031,ATLANTIC AVE,NULL,2055,2069,0,0,G00020321,NULL,712,641
998365.48652080,195519.06307989,10032,LORIMER ST,NULL,131,185,132,186,G00020322,NULL,451,450
999345.49604372,180566.86430981,10033,BKLYN AVE,NULL,493,519,494,520,G00020323,NULL,941,940
1017613.05399672,184717.59058839,10034,BERRIMAN ST,NULL,185,186,229,230,G00020324,NULL,978,777
1001074.53622080,196583.86262351,10035,BOERUM ST,NULL,211,217,210,216,G00020325,NULL,342,344
1016303.53725880,172480.15640189,10036,AVE N,NULL,NULL,NULL,NULL,NULL,G00020329,NULL,988,988
1000761.03586355,201958.61040419,10037,BEADEL ST,NULL,1,17,2,18,G00020331,NULL,409,408
999762.40137789,180186.87983356,10038,MAPLE ST,NULL,461,543,462,544,G00020340,NULL,941,941
1007373.51578663,171501.30164981,10039,E  79 ST,NULL,NULL,NULL,NULL,NULL,G00020341,NULL,990,990
990627.26741722,166799.58902289,10040,DAHILL RD,NULL,943,975,NULL,NULL,G00020342,WEST,1061,1061
1008852.00393355,187253.41556922,10041,ROCKAWAY AVE,NULL,63,79,80,94,G00020343,NULL,717,715
1015379.13293964,182115.22407398,10042,HENDRIX ST,NULL,599,645,600,630,G00020347,NULL,808,808
999459.16215497,174710.70640273,10043,E  34 ST,NULL,421,465,422,466,G00020349,NULL,992,992
996554.57970955,157899.04940931,10044,E  16 ST,NULL,2001,2083,NULL,NULL,G00020355,NULL,1032,1032
1008850.53885507,172667.77615377,10045,E  86 ST,NULL,615,687,616,688,G00020359,NULL,990,990
989605.30423805,173860.04701480,10046,DAHILL RD,NULL,131,149,132,148,G00020360,WEST,924,924
1003322.72039719,171471.76589681,10047,FARRAGUT RD,NULL,NULL,NULL,NULL,NULL,G00020361,NULL,995,995
1001638.97214246,185922.18522038,10048,PACIFIC ST,NULL,1577,1647,1532,1602,G00020362,NULL,628,628
997687.59253539,199210.19742989,10049,UNION AVE,NULL,175,189,186,202,G00020363,NULL,308,309
984798.18294681,148822.45043656,10050,MERMAID AVE,NULL,3100,3124,3101,3127,G00020364,NULL,1045,1045
997450.45226164,198375.96189364,10051,GRAND ST,NULL,441,485,442,476,G00020367,NULL,308,308
1007572.11769362,196446.40657818,10052,CYPRESS AVE,NULL,NULL,NULL,NULL,NULL,G00020368,NULL,861,861
976669.06035600,170662.28477802,10053,OVINGTON AVE,NULL,227,271,226,270,G00020369,SILLIMAN PL,1101,1098
1012372.65929380,179805.24837898,10054,SNEDIKER AVE,NULL,571,609,572,612,G00020370,NULL,803,803
1000577.76884164,181837.28155243,10055,CROWN ST,NULL,493,565,494,566,G00020371,NULL,679,679
1001290.93309772,186474.25210131,10056,ALBANY AVE,NULL,53,83,54,84,G00020377,NULL,615,614
986137.66025472,163159.80627622,10057,72 ST,NULL,NULL,NULL,NULL,NULL,G00020378,NULL,1057,1057
1010901.08120023,169420.84362289,10058,E  84 ST,NULL,1201,1283,1202,1284,G00020379,NULL,989,989
991248.11230414,165690.28841998,10059,BAY PKWY,NULL,NULL,NULL,NULL,NULL,G00020380,NULL,1030,1030
1008223.47172605,175674.84653481,10060,DITMAS AVE,NULL,NULL,NULL,NULL,NULL,G00020381,NULL,987,987
988872.92873430,156784.69960389,10061,W  12 ST,NULL,2001,2077,2002,2078,G00020385,NULL,1038,1038
1000791.49052706,184433.26372923,10062,PARK PL,NULL,1111,1131,1114,1128,G00020386,NULL,651,651
974181.07852489,164362.23841860,10063,RIDGE BLVD,NULL,NULL,NULL,NULL,NULL,G00020388,NULL,1081,1082
998432.31709580,172434.40698552,10064,NEWKIRK AVE,NULL,2901,2917,2900,2916,G00020391,NULL,1405,1405
1002164.40054843,179021.15142457,10065,WINTHROP AVE,NULL,NULL,NULL,NULL,NULL,G00020392,NULL,946,946
1008603.89911481,186154.89578465,10066,HERKIMER ST,NULL,1231,1261,1236,1258,G00020396,NULL,712,712
996305.23637622,190403.29444006,10067,LAFAYETTE AVE,NULL,451,467,450,478,G00020397,NULL,104,106
988254.89035336,165871.22679566,10068,59 ST,NULL,1801,1879,1802,1880,G00020398,NULL,1058,1058
1009143.28942009,170485.60037534,10069,J AVE,NULL,8101,8117,8102,8118,G00020399,NULL,990,989
1012478.81426522,168191.54883739,10070,SEA VIEW AVE,NULL,NULL,NULL,NULL,NULL,G00020400,NULL,989,989
1001221.62057231,199497.13091114,10071,OLIVE ST,NULL,NULL,NULL,NULL,NULL,G00020406,NULL,413,412
988676.07709388,169690.58373301,10072,16 AVE,NULL,4601,4623,4602,4624,G00020411,NULL,1061,1409
999681.19747206,202225.41941781,10073,ENGERT AVE,NULL,143,161,156,174,G00020413,VAN PELT AVE,402,404
998621.23568122,176739.33751605,10074,MARTENCE ST,NULL,331,337,NULL,NULL,G00020414,NULL,936,936
979732.03510668,176614.32792356,10075,47 ST,NULL,101,181,100,180,G00020417,NULL,142,142
1001992.10492372,185468.56841715,10076,TROY AVE,NULL,99,117,104,122,G00020419,NULL,630,628
994097.50785206,149861.91177627,10077,BRGHTN 3 ST,NULL,NULL,NULL,NULL,NULL,G00020422,NULL,1035,1035
999635.54631664,196009.75927697,10078,MANHATTAN AVE,NULL,59,73,64,78,G00020424,NULL,345,348
1012575.67069880,171356.86665373,10079,AVE L,NULL,9301,9323,9302,9324,G00020425,NULL,988,988
997535.44881081,197478.79177197,10080,S  3 ST,NULL,369,401,362,394,G00020426,NULL,323,322
999105.45551331,150164.51615793,10081,FALMOUTH ST,NULL,101,199,100,198,G00020427,NULL,1034,1034
997324.06882018,193155.63670439,10082,NOSTRAND AVE,NULL,81,97,90,110,G00020429,NULL,482,479
1010021.73002152,186615.14189856,10083,EAST PKWY,NULL,NULL,NULL,NULL,NULL,G00020430,NULL,719,721
994891.58943318,198331.01939823,10084,DRIGGS AVE,NULL,801,807,802,808,G00020431,NULL,273,270
976553.32935780,165678.11160706,10085,87 ST,NULL,401,453,402,466,G00020432,NULL,1080,1080
1013684.65814618,172299.03832581,10086,AVE L,NULL,9801,9815,9802,9816,G00020434,NULL,988,988
981575.62541555,163241.38616556,10087,14 AVE,NULL,8201,8223,8202,8222,G00020436,NULL,1074,1078
994560.61716205,163434.01684985,10088,AVE N,NULL,1101,1121,1102,1122,G00020437,NULL,1009,1007
995688.27238705,182817.14327381,10089,FRANKLIN AVE,NULL,NULL,NULL,870,888,G00020441,NULL,673,195
1001025.52549206,166595.23903789,10090,E  37 ST,NULL,1271,1361,1280,1362,G00020442,NULL,1008,1008
995618.44477081,155013.00367223,10091,E  12 ST,NULL,NULL,NULL,NULL,NULL,G00020443,NULL,1407,1407
984884.85108056,188218.53010881,10092,CLINTON ST,NULL,383,391,388,402,G00020444,NULL,64,65
985673.43546139,195303.88322810,10093,FURMAN ST,NULL,1,15,2,14,G00020445,NULL,1,1
985708.45015514,195175.38430531,10094,DOUGHTY ST,NULL,1,11,2,14,G00020446,NULL,1,1
997868.28295485,162922.17929085,10095,O AVE,NULL,2301,2307,2302,2316,G00020448,NULL,1008,1007
980204.46542822,169531.22069872,10096,67 ST,NULL,NULL,NULL,718,760,G00020450,NULL,1087,1087
997120.63582810,152219.56322894,10097,E  15 ST,NULL,NULL,NULL,NULL,NULL,G00020451,NULL,1033,1033
987322.97126674,188806.72279888,10098,HOYT ST,NULL,169,187,168,186,G00020453,NULL,200,197
1001355.53779134,179536.14458648,10099,FENIMORE ST,NULL,645,661,NULL,NULL,G00020454,NULL,946,946
1010860.74032055,168874.99941459,10100,AVE M,NULL,NULL,NULL,NULL,NULL,G00020457,NULL,989,989
995549.69654872,153145.63371931,10101,E  11 ST,NULL,NULL,NULL,NULL,NULL,G00020461,NULL,1033,1033
1000046.30829038,196584.82374364,10102,GRAHAM AVE,NULL,NULL,137,132,148,G00020469,NULL,334,341
1001528.79710615,184385.48000163,10103,PARK PL,NULL,NULL,NULL,1174,1840,G00020471,NULL,649,649
1004195.59772801,174101.98567136,10104,CLARENDON RD,NULL,5101,5123,5102,5124,G00020472,NULL,991,995
982540.41843347,184766.07474339,10105,HICKS ST,NULL,843,861,830,848,G00020474,NULL,248,248
1001245.02800580,159741.00930806,10106,GERRITSEN AVE,NULL,1973,1977,NULL,NULL,G00020475,NULL,1001,1005
1003436.66043355,165135.03854623,10107,E  46 ST,NULL,1625,1703,1626,1698,G00020477,NULL,1000,1000
997839.24741580,202144.24667989,10108,DRIGGS AVE,NULL,NULL,NULL,NULL,NULL,G00020479,NULL,297,386
994445.31000582,176237.41397626,10109,E  18 ST,NULL,1,73,2,78,G00020482,NULL,927,927
1006795.23622951,186559.29310577,10110,FULTON ST,NULL,1987,1945,1986,1994,G00020487,NULL,708,710
1006117.23414063,165356.00267123,10111,E  56 ST,NULL,1401,1473,1402,1474,G00020493,NULL,1000,1000
999078.42800830,174374.18476606,10112,BEVERLEY RD,NULL,3201,3217,NULL,NULL,G00020496,NULL,1404,1404
991716.09857289,175763.17641064,10113,E  8 ST,NULL,NULL,NULL,34,54,G00020497,NULL,921,921
973417.01933752,165714.88327600,10114,91 ST,NULL,1,71,2,72,G00020499,NULL,1082,1082
998734.96412831,183066.28319547,10115,NEW YORK AVE,NULL,301,311,302,318,G00020500,NULL,669,670
998123.89579664,177836.78118731,10116,NOSTRAND AVE,NULL,1291,1323,1296,1332,G00020501,NULL,936,934
995632.24313560,199721.35913722,10117,METROPOLITAN AVE,NULL,NULL,NULL,NULL,NULL,G00020502,NULL,285,285
980017.13640656,173896.99411939,10118,FOURTH AVE,NULL,NULL,NULL,5402,5422,G00020503,NULL,154,154
996199.16047288,189704.09308255,10119,FRANKLIN AVE,NULL,343,359,336,352,G00020504,NULL,106,105
995168.67368872,157279.41646223,10120,AVE U,NULL,1101,1121,NULL,NULL,G00020507,NULL,1032,1032
994735.08531705,153569.33694014,10121,E  SEVENTH ST,NULL,NULL,NULL,NULL,NULL,G00020510,NULL,1037,1037
991058.21127318,154540.91636181,10122,86 ST,NULL,NULL,NULL,NULL,NULL,G00020511,NULL,1038,1038
987827.74048509,148671.33374610,10123,SURF AVE,NULL,NULL,NULL,2001,2025,G00020513,NULL,1041,1046
986000.88395347,165615.19014498,10124,65 ST,NULL,1601,1693,1602,1680,G00020514,NULL,1059,1059
984447.24385210,162954.50681806,10125,17 AVE,NULL,NULL,NULL,NULL,NULL,G00020516,NULL,1408,1408
1019151.07421464,180686.81977855,10126,BERRIMAN ST,NULL,633,697,634,698,G00020517,NULL,983,983
996793.81151456,203573.83863698,10127,DOBBIN ST,NULL,69,127,78,136,G00020519,NULL,380,380
983198.77669680,159496.42465943,10128,BENSON AVE,NULL,1829,1847,1828,1844,G00020520,NULL,1055,1055
996349.16017289,172032.74259856,10129,NEWKIRK AVE,NULL,2201,2223,2202,2224,G00020524,NULL,1013,1013
989768.02865013,162629.42052598,10130,65 ST,NULL,NULL,NULL,NULL,NULL,G00020526,NULL,1030,1030
985375.94917972,159731.77195776,10131,84 ST,NULL,2001,2081,2002,2080,G00020528,NULL,1053,1053
1002048.73850468,196859.66407322,10132,WHITE ST,NULL,89,105,102,118,G00020529,NULL,421,421
1008474.81636772,188543.30144089,10133,BROADWAY,NULL,1665,1683,1646,1666,G00020530,NULL,904,698
1008090.84075772,195416.80934739,10134,SAINT NICHOLAS'S AVE,NULL,221,239,222,240,G00020531,NULL,876,876
993579.00035889,158327.69520556,10135,OCEAN PKWY,NULL,NULL,NULL,1902,1988,G00020532,NULL,1031,1031
984413.31019294,186075.39135048,10136,LUQUER ST,NULL,125,181,122,168,G00020534,NULL,253,255
978204.45614085,168070.44442081,10137,76 ST,NULL,511,583,510,578,G00020537,NULL,1086,1086
977930.90370239,171154.28159302,10138,FOURTH AVE,NULL,NULL,NULL,NULL,NULL,G00020542,NULL,1097,1101
994074.20286338,155442.92498886,10139,AVE W,NULL,NULL,NULL,NULL,NULL,G00020546,NULL,1037,1037
984496.32751376,173834.62727904,10140,44 ST,NULL,801,883,802,884,G00020549,NULL,138,146
1004860.98009147,167598.73932748,10141,E  52 ST,NULL,1329,1379,1330,1380,G00020551,NULL,1000,1000
990794.17718839,194195.60985410,10142,FOURTH ST,NULL,NULL,NULL,NULL,NULL,G00020552,NULL,428,428
1001707.36008639,189037.81849648,10143,PUTNAM AVE,NULL,571,645,570,652,G00020553,NULL,592,610
1002340.79189039,196820.55489948,10144,BOERUM ST,NULL,293,355,292,354,G00020554,NULL,421,421
996612.93753247,173339.39352856,10145,E  23 ST,NULL,301,302,325,330,G00020555,NULL,1012,1012
995957.41226872,167633.61622623,10146,E  19 ST,NULL,943,991,932,1010,G00020557,NULL,1008,1008
986285.02216472,167929.99686706,10147,15 AVE,NULL,NULL,NULL,5702,5730,G00020558,NULL,1062,1062
999878.18862592,174439.48637458,10148,BEVERLEY RD,NULL,3501,3523,3502,3524,G00020559,NULL,992,992
994819.96703705,188402.17311423,10149,GRAND AVE,NULL,365,435,388,456,G00020561,NULL,103,107
994157.90143205,164263.38362943,10150,AVE M,NULL,1001,1019,1002,1018,G00020562,NULL,1030,1030
1013425.74100423,173614.58328411,10151,E  101 ST,NULL,1001,1073,1002,1074,G00020563,NULL,988,988
1000381.15339286,197695.39566592,10152,HUMBOLDT ST,NULL,213,231,224,242,G00020564,NULL,336,337
993035.51210859,174956.40965147,10153,WESTMINSTER RD,NULL,79,85,80,86,G00020565,NULL,1019,1019
1006576.78502981,182797.48323354,10154,PITKIN AVE,NULL,NULL,NULL,1466,1476,G00020570,NULL,665,726
1003796.64348061,188946.23209019,10155,MALCOLM X BLVD,REID AVE,217,231,222,238,G00020572,NULL,692,617
997999.46285688,194353.99783259,10156,MARCY AVE,NULL,435,461,434,450,G00020574,NULL,455,448
988385.41330514,154906.90316264,10157,BAY 46 ST,NULL,NULL,NULL,NULL,NULL,G00020576,NULL,1048,1048
994480.62847689,168598.99503694,10158,E  14 ST,NULL,815,829,796,830,G00020577,NULL,1406,1406
999756.03147592,174276.42413481,10159,E  35 ST,NULL,397,431,398,432,G00020582,NULL,992,992
1002337.25826885,158311.73395140,10160,AVE U,NULL,NULL,NULL,NULL,NULL,G00020585,NULL,1005,1005
989686.52290764,182034.93847339,10161,NINTH ST,NULL,439,497,444,514,G00020589,NULL,560,559
1011296.64126868,164726.81593747,10162,E  74 ST,NULL,2201,2281,2202,2282,G00020592,NULL,1000,1000
1014193.82543492,187655.31092685,10163,HENDRIX ST,NULL,33,53,34,60,G00020593,NULL,768,768
1005042.36276677,178406.49297439,10164,E  56 ST,NULL,NULL,NULL,NULL,NULL,G00020597,NULL,953,953
1007008.30233014,165869.60580147,10165,AVE M,NULL,5901,5923,5902,5924,G00020598,NULL,1000,1000
1004290.07244063,176191.22181439,10166,SNYDER AVE,NULL,5201,5223,5202,5222,G00020605,NULL,991,991
995107.45169830,175859.43606064,10167,OCEAN AVE,NULL,525,571,522,570,G00020607,NULL,1017,1017
974581.73061072,163147.59681902,10168,3 AVE,NULL,NULL,NULL,NULL,NULL,G00020610,NULL,1081,1081
1007097.77187772,189567.83515298,10169,BROADWAY,NULL,1509,1513,1504,1506,G00020611,NULL,894,698
983984.87092514,175071.23734176,10170,SEVENTH AVE,NULL,4101,4123,NULL,NULL,G00020614,NULL,138,137
982949.64350084,186611.18096131,10171,LUQUER ST,NULL,1,37,2,38,G00020616,NULL,252,252
1009858.58462418,193449.42607668,10172,WYCKOFF AVE,NULL,NULL,NULL,NULL,NULL,G00020620,NULL,NULL,NULL
1001271.48628622,180869.85714214,10173,LEFFERTS AVE,NULL,645,709,644,706,G00020621,NULL,679,948
987543.63677347,165579.52256539,10174,18 AVE,NULL,6101,6123,6102,6124,G00020623,NULL,1058,1058
1010479.91980501,190365.97676535,10175,WILSON AVE,NULL,641,653,626,644,G00020625,NULL,911,912
987330.93870805,184150.37256273,10176,7 ST,NULL,209,263,198,252,G00020630,NULL,531,531
1016774.67804880,185035.11620006,10177,LINWOOD ST,NULL,435,459,430,472,G00020636,NULL,778,778
1013796.87560547,186869.87466964,10178,ARLINGTON AVE,NULL,25,45,28,48,G00020641,NULL,761,761
996654.26126872,198895.26859781,10179,MARCY AVE,NULL,35,53,40,58,G00020643,NULL,295,295
979886.56908239,185175.35049964,10180,VAN BRUNT ST,NULL,421,441,442,454,G00020646,NULL,240,240
1002530.33202968,179471.98625022,10181,SCHNECTADY AVE,NULL,NULL,NULL,NULL,NULL,G00020647,NULL,950,946
997239.53043938,170490.06048051,10182,BEDFORD AVE,NULL,2745,2841,2740,2840,G00020648,NULL,1011,1011
996025.88326038,171542.08921635,10183,E  21 ST,NULL,641,676,650,686,G00020649,NULL,1013,1013
1020797.88030422,186841.83338714,10184,LINCOLN AVE,NULL,399,457,400,456,G00020650,NULL,976,976
987326.04042388,150050.55296722,10185,NEPTUNE AVE,NULL,2100,2126,2101,2125,G00020651,NULL,1046,1046
1000342.06229205,172084.61929926,10186,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00020653,NULL,1405,1405
1005414.82576856,182443.38270243,10187,UNION ST,NULL,NULL,NULL,NULL,NULL,G00020654,NULL,666,666
990680.62360972,177988.75594898,10188,TERRACE PL,NULL,NULL,NULL,NULL,NULL,G00020655,NULL,574,920
992999.99528331,171776.01739023,10189,CONEY IS AVE,NULL,751,807,756,822,G00020656,NULL,1024,1023
1003604.99014939,163726.85402665,10190,R AVE,NULL,NULL,NULL,NULL,NULL,G00020658,NULL,1001,1001
1015410.23195881,183283.70910577,10191,SCHENK AVE,NULL,427,477,434,478,G00020659,NULL,788,788
1012222.33446322,185999.47516373,10192,GEORGIA AVE,NULL,1,13,2,14,G00020660,NULL,752,752
1003981.65786718,175117.90867231,10193,E  51 ST,NULL,547,615,546,616,G00020662,NULL,991,991
996308.35808913,159602.85341640,10194,E  16 ST,NULL,1801,1881,1802,1882,G00020663,NULL,1006,1006
991743.30816413,161119.74014640,10195,MAC DONALD AVE,NULL,NULL,NULL,NULL,NULL,G00020668,NULL,1031,1031
1001694.92507189,166689.85170956,10196,ALTON PL,NULL,15,51,48,60,G00020670,NULL,999,999
975575.36378745,170185.42048463,10197,73 ST,NULL,NULL,NULL,NULL,NULL,G00020671,NULL,1100,1100
994545.08634396,180420.82943389,10198,OCEAN AVE,NULL,1,99,NULL,NULL,G00020673,NULL,682,NULL
1014810.27416922,181039.98344231,10199,BRADFORD ST,NULL,NULL,NULL,612,626,G00020674,NULL,808,807
1004709.25516526,171090.06846685,10200,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00020676,NULL,995,995
986057.98357680,156379.21813139,10201,BATH AVE,NULL,2349,2369,2350,2370,G00020678,NULL,1050,1050
1011938.43280005,182021.65618369,10202,SNEDIKER AVE,NULL,335,389,332,390,G00020679,NULL,805,805
994681.32640226,197093.82764689,10203,DIVISION AVE,NULL,147,159,132,144,G00020680,NULL,273,435
981467.38416222,174408.33364789,10204,FIFTH AVE,NULL,4901,4925,4902,4922,G00020681,NULL,147,148
1003379.40168981,196414.42382198,10205,GRATTAN ST,NULL,37,53,38,60,G00020682,NULL,426,426
993746.72459693,149909.02634739,10206,BRIGHTON 1 WALK,NULL,NULL,NULL,NULL,NULL,G00020685,NULL,1035,1035
997379.86021122,173774.72894397,10207,E  26 ST,NULL,225,263,230,262,G00020687,NULL,1015,1015
1020932.76848589,184874.99365285,10208,AUTUMN AVE,NULL,579,625,580,626,G00020689,NULL,981,980
996273.14326455,181316.26077689,10209,SULLIVAN PL,NULL,NULL,NULL,NULL,NULL,G00020690,NULL,675,682
973729.16177780,165259.77911039,10210,MARINE AVE,NULL,1,NULL,2,NULL,G00020691,NULL,1082,1082
1012259.79436205,186106.62143894,10211,JAMAICA AVE,NULL,NULL,NULL,NULL,NULL,G00020693,NULL,762,752
994365.26158164,158233.35008585,10212,E  8 ST,NULL,1945,1983,NULL,NULL,G00020694,NULL,1031,1031
1016945.82764089,188207.44253256,10213,RIDGEWOOD AVE,NULL,165,183,170,188,G00020696,NULL,771,772
981477.74339347,162489.80942069,10214,85 ST,NULL,NULL,NULL,NULL,NULL,G00020699,NULL,1077,1077
991253.71777193,155361.31170265,10215,LAKE ST,NULL,405,467,406,476,G00020708,NULL,1038,1038
983182.88712884,177200.82035293,10216,37 ST,NULL,401,475,400,476,G00020710,NULL,136,136
1001684.11997539,200348.85821031,10217,MASPETH AVE,NULL,125,165,NULL,NULL,G00020712,NULL,409,409
1000633.20180164,204113.91268806,10218,SUTTON ST,NULL,89,143,88,142,G00020713,NULL,395,396
982056.34623889,165731.41694664,10219,74 ST,NULL,1201,1279,1202,1280,G00020714,NULL,1072,1072
992733.71628831,170407.26717497,10220,18 AVE,NULL,NULL,NULL,NULL,NULL,G00020716,NULL,1026,1026
973609.02972384,169461.33697585,10221,SHORE RD,NULL,7701,7739,NULL,NULL,G00020717,NULL,1099,1099
983695.43416805,175964.38335731,10222,6 AVE,NULL,3901,3920,3902,3921,G00020718,NULL,137,137
988233.19740222,161438.07579581,10223,BAY PKWY,NULL,NULL,NULL,7202,7208,G00020719,NULL,1031,1057
988514.41075055,169486.57495468,10224,16 AVE,NULL,4701,4721,4702,4724,G00020721,NULL,1061,1409
980633.57037710,187113.34416302,10225,CLINTON WHARF,NULL,NULL,NULL,NULL,NULL,G00020729,NULL,239,239
1002518.52414647,189161.89108298,10226,PUTNAM AVE,NULL,647,721,654,728,G00020733,NULL,597,617
990035.55911901,186422.45922589,10227,FIFTH AVE,NULL,NULL,NULL,NULL,NULL,G00020734,NULL,186,185
1001561.36923663,159220.35237694,10228,COYLE ST,NULL,NULL,NULL,NULL,NULL,G00020737,NULL,1005,1005
974511.78338522,169392.46814897,10229,77 ST,NULL,NULL,NULL,NULL,NULL,G00020740,NULL,1099,1099
1000042.35160539,189331.68405048,10230,MONROE ST,NULL,341,399,352,416,G00020744,NULL,585,586
979404.84416001,173056.68592469,10231,FOURTH AVE,NULL,5801,5823,NULL,NULL,G00020749,NULL,160,160
986331.80356722,190452.76612590,10232,COURT ST,NULL,135,149,128,138,G00020751,NULL,14,58
992661.04796252,184281.58358639,10233,EAST DR,NULL,NULL,NULL,NULL,NULL,G00020752,NULL,NULL,NULL
1003158.11440273,176704.17518481,10234,CHURCH AVE,NULL,4801,4823,4802,4824,G00020755,NULL,951,991
991590.40033347,155902.48352056,10235,MAC DONALD AVE,NULL,2341,2383,2338,2380,G00020758,NULL,1037,1038
983567.03219389,157858.22600014,10236,CROPSEY AVE,NULL,2001,2021,NULL,NULL,G00020759,NULL,1053,1053
996664.76813747,200573.85283906,10237,N  8 ST,NULL,197,225,200,230,G00020763,NULL,289,290
1019700.90743255,184636.46066535,10238,DOSCHER ST,NULL,119,149,120,168,G00020764,NULL,980,980
976336.83536822,165203.27987956,10239,89 ST,WAVERLEY PL,401,441,402,442,G00020765,NULL,1080,1080
987677.26183083,188042.94975310,10240,BOND ST,NULL,207,227,218,236,G00020766,NULL,203,202
993361.19321577,192358.93718231,10241,WASHINGTON AVE,NULL,89,179,90,178,G00020767,NULL,81,82
1000073.81807788,161749.52038289,10242,AVENUE Q,NULL,NULL,NULL,NULL,NULL,G00020769,NULL,1001,1001
989859.93775109,190096.57753381,10243,FULTON ST,NULL,621,639,552,578,G00020770,NULL,235,235
996771.66588955,202971.21156140,10244,BANKER ST,NULL,117,163,118,164,G00020771,NULL,386,386
989909.63653752,195433.69124610,10245,WEST ST,NULL,NULL,NULL,NULL,NULL,G00020773,NULL,428,428
